0,962
0,963
1,964
2,962
2,963
3,965
3,966
3,967
4,965
4,966
4,967
5,965
5,966
5,967
6,965
6,966
6,967
7,968
8,965
8,966
8,967
9,969
9,970
10,965
10,966
10,967
11,965
11,966
11,967
12,965
12,966
12,967
13,965
13,966
13,967
14,965
14,966
14,967
15,971
15,972
2,973
16,973
15,974
17,975
18,962
19,973
20,973
21,962
21,963
18,963
22,965
22,966
22,967
23,962
23,963
24,969
25,965
25,966
25,967
26,962
26,963
24,970
27,965
27,966
27,967
28,969
29,969
30,969
31,976
32,962
32,963
33,969
34,973
7,977
35,969
9,978
29,970
36,969
30,970
37,962
37,963
38,965
38,966
38,967
33,970
39,969
40,965
40,966
40,967
41,976
42,973
43,969
44,969
36,970
45,969
39,970
46,969
28,970
43,970
44,970
47,965
47,966
47,967
45,970
46,970
35,970
48,965
48,966
48,967
49,979
50,976
51,980
52,981
53,973
25,971
25,972
25,974
54,971
54,972
54,974
55,971
55,972
55,974
56,982
57,982
58,965
58,966
58,967
24,978
59,983
59,984
60,981
61,982
28,978
15,962
15,963
29,978
30,978
35,978
33,978
62,965
62,966
62,967
63,971
63,972
63,974
42,985
64,968
42,986
65,976
66,987
66,988
67,982
68,983
68,984
69,981
18,965
18,966
18,967
70,979
71,971
72,965
72,966
72,967
73,969
74,969
42,989
42,990
42,991
75,983
75,984
36,978
7,992
7,993
45,978
76,965
76,966
76,967
77,965
77,966
77,967
34,985
46,978
39,978
78,994
71,972
71,974
79,969
44,978
73,970
80,983
80,984
81,979
43,978
82,962
82,963
17,995
42,996
83,997
84,982
85,969
42,998
86,962
86,963
87,982
34,989
34,990
34,991
34,986
88,969
89,977
79,970
90,999
91,971
74,970
92,969
42,1000
93,994
38,962
94,969
95,965
95,966
95,967
42,1001
42,1002
96,965
96,966
96,967
34,1000
34,996
34,1003
97,977
88,970
98,965
98,966
98,967
99,973
17,980
91,972
91,974
92,970
42,1003
83,1004
38,963
100,973
85,970
94,970
101,973
102,987
103,987
104,970
104,969
105,971
34,998
106,979
107,983
107,984
25,962
25,963
108,1005
108,1006
9,1007
109,997
109,1004
42,1008
13,962
110,977
105,972
105,974
34,1008
12,962
12,963
34,1001
34,1002
111,971
112,1009
112,1010
113,965
113,966
113,967
114,990
114,985
114,991
109,1011
109,1012
109,1013
115,987
79,999
116,965
116,966
116,967
117,983
117,984
118,979
119,962
17,1014
17,1015
102,988
103,988
13,963
66,1016
108,1017
120,1018
42,1019
34,1020
42,1021
111,972
111,974
34,1022
34,1023
114,989
121,987
121,988
83,1011
83,1012
83,1013
122,1024
122,1025
122,1026
122,1027
122,1028
122,1029
17,1018
76,962
76,963
123,987
123,988
73,978
124,977
125,971
125,972
125,974
126,971
126,972
74,978
127,1030
119,963
128,1031
128,1032
129,1030
42,1033
42,1034
42,1035
108,1036
42,1022
42,1023
42,1037
42,1038
130,977
131,999
34,1039
132,968
34,1040
34,1041
34,1042
114,1000
114,996
114,1003
120,975
79,978
114,986
114,998
115,988
120,980
9,1043
76,971
76,972
76,974
133,971
133,972
133,974
126,974
42,1039
42,1020
134,985
134,986
134,998
135,1044
135,1045
135,1046
135,1047
135,1048
136,971
136,972
136,974
42,1049
42,1040
42,1042
137,987
137,988
138,1024
138,1025
138,1026
138,1027
138,1028
138,1029
94,978
23,965
23,966
23,967
88,978
139,1030
48,1050
48,1051
48,1052
48,1053
140,1009
140,1010
34,1033
34,1034
34,1035
141,968
42,1054
17,1055
13,1056
142,999
143,1057
143,1058
143,1059
143,1060
143,1061
143,1062
42,1063
42,1064
42,1065
114,1001
114,1023
114,1002
109,1066
144,1057
144,1058
144,1059
144,1060
144,1061
144,1062
83,1066
92,978
145,977
146,971
147,1010
